age,workclass,fnlwgt,education,maritial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
56, Private,444089,11th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,<=50K
27, Private,104329,11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
25, Private,146117, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, United-States,<=50K
35, Private,223514, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,<=50K
47, Private,103020,7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Puerto-Rico,<=50K
34, Private,199227, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,<=50K
45, Private,87583, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,14, United-States,<=50K
22, Private,71379, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,<=50K
50, Private,30447, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,<=50K
38, Private,296478, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,>50K
61, Private,34632,12th, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<=50K
34, Private,106761, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,>50K
37, Private,305597, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,>50K
35, Private,117567, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
70, Self-emp-inc,232871, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,<=50K
26, Self-emp-inc,266639, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
40, Private,202872, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States,<=50K
52, Private,363405, HS-grad, Separated, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,<=50K
18, Private,25837, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States,<=50K
37, Federal-gov,334314, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=50K
24, Private,86065, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Mexico,<=50K
60, Local-gov,98350, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, Philippines,<=50K
31, Private,323055, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,>50K
24, Private,177287,12th, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States,<=50K
27, Private,129629, Assoc-voc, Never-married, Tech-support, Other-relative, White, Female,0,0,36, United-States,<=50K
54, Private,198546, Masters, Widowed, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,<=50K
37, Private,95855, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States,<=50K
18, Private,128086,12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,18, United-States,<=50K
27, Private,203776, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,<=50K
25, Private,44861, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,<=50K
19, Without-pay,43887, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States,<=50K
32, Private,286689, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,42, United-States,>50K
32, Private,198452, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States,<=50K
26, Private,341353, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,15, United-States,<=50K
22, Private,310380, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,<=50K
35, Private,189916, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States,>50K
27, Private,301654, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,<=50K
42, State-gov,105804,11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,<=50K
69, Private,370837, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,<=50K
37, Self-emp-not-inc,415847, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
58, Federal-gov,30111, Some-college, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,<=50K
47, Local-gov,138342,11th, Married-civ-spouse, Transport-moving, Husband, White, Male,3411,0,40, El-Salvador,<=50K
47, Private,199058, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
40, Private,233320,7th-8th, Separated, Other-service, Not-in-family, White, Female,0,0,25, United-States,<=50K
63, Self-emp-not-inc,194638, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,<=50K
24, Private,154165,9th, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States,<=50K
20, State-gov,126822, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States,<=50K
57, Private,317969, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,<=50K
47, Private,121836, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,38, United-States,>50K
58, Private,234328, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,<=50K
25, Private,169759, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,95, United-States,<=50K
29, Private,241431, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States,>50K
27, Private,21856, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,<=50K
31, Self-emp-inc,304212, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States,<=50K
27, Private,140863, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,<=50K
34, Private,181311,11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
60, Private,156889, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
36, Private,117381, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
42, Private,37869, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
20, Private,431745, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,14, United-States,<=50K
33, Self-emp-not-inc,170979, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,>50K
41, Local-gov,195897, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,<=50K
60, Private,147473, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
24, Private,122166, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Iran,<=50K
40, Private,187702, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,<=50K
37, Private,195189, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,<=50K
31, Private,264864, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States,<=50K
35, Private,140915, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,1590,40, South,<=50K
26, Private,198801, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<=50K
23, Private,294701, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=50K
47, Private,200471, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,40, United-States,<=50K
39, Private,173476, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,>50K
48, Private,125120, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,55, United-States,<=50K
28, Private,330466, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong,<=50K
44, Private,172032, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,51, United-States,>50K
53, State-gov,118793, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
26, Private,165510, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,<=50K
32, Private,168854, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States,<=50K
32, Private,331539, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, China,>50K
37, State-gov,191841, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,8614,0,40, United-States,>50K
41, Self-emp-not-inc,141327, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States,<=50K
42, Private,245317, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
50, Private,148953, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,>50K
60, Private,54800, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,<=50K
55, Private,223594, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688,0,40, Puerto-Rico,>50K
32, Private,164197, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,>50K
52, Private,29658, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
25, Federal-gov,366207, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,<=50K
33, Private,129529, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
30, Local-gov,178383, Some-college, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,<=50K
42, Private,182302, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
26, Federal-gov,207537, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,<=50K
45, Private,390368, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,99, United-States,>50K
51, Self-emp-not-inc,205100, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,<=50K
24, Private,249046, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,<=50K
36, Private,265881, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,<=50K
32, Private,72744, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
52, Local-gov,137753, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,20, United-States,<=50K
28, Private,60772, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States,<=50K
66, Private,201197, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,>50K
23, Private,595461,7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,<=50K
42, Private,76280, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,<=50K
56, State-gov,93415, HS-grad, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,<=50K
49, Private,169180,7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Hong,<=50K
51, Private,183390, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
31, Private,117816,7th-8th, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,70, United-States,<=50K
19, Private,111232,12th, Never-married, Transport-moving, Own-child, White, Male,0,0,15, United-States,<=50K
74, Private,84197, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,10, United-States,<=50K
20, Private,157332, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States,<=50K
19, Private,250818, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<=50K
40, Self-emp-not-inc,223881, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States,>50K
18, Private,101795,10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=50K
26, State-gov,105787, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,<=50K
30, Private,164190, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States,<=50K
20, Private,82777, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States,<=50K
25, Private,178843, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States,<=50K
28, Private,312588,10th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,<=50K
43, Self-emp-inc,117158, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States,>50K
31, State-gov,350651,12th, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,>50K
41, State-gov,227734, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464,0,40, United-States,<=50K
27, Federal-gov,214385, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,<=50K
19, Private,100790, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
41, Private,154194, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,<=50K
52, Private,195638, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,45, United-States,<=50K
33, Private,217235, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States,<=50K
45, Self-emp-inc,32356, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,51, United-States,<=50K
59, Private,98350, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China,<=50K
33, Local-gov,251521, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,<=50K
20, Private,198148, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,<=50K
40, Private,71305, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,<=50K
60, Federal-gov,63526, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,>50K
20, Self-emp-not-inc,306710, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,<=50K
43, Private,125461, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,>50K
58, Private,33725, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States,<=50K
31, Private,143653, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
48, Private,102938, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam,<=50K
35, Private,337286, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States,<=50K
23, Private,201664, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States,<=50K
36, Private,29814, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,50, United-States,<=50K
27, Private,190391, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
42, Self-emp-not-inc,104118, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,<=50K
43, Private,143368, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States,<=50K
22, Private,226508, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States,<=50K
21, Private,138768, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States,<=50K
37, Private,172538, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,<=50K
25, Private,210184,11th, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
56, Private,301835,5th-6th, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
28, Private,106951, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,42, United-States,<=50K
60, Self-emp-inc,171315, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
51, Private,122159, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,3325,0,40, United-States,<=50K
31, State-gov,1033222, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
40, Private,171424, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,<=50K
45, Private,96798,5th-6th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,<=50K
39, Private,290321,10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
37, Private,151835, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,>50K
21, Private,89991, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
29, Private,262478, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,30, United-States,<=50K
41, Local-gov,22155, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States,<=50K
30, Private,184687, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States,<=50K
37, Private,167735, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States,>50K
54, Private,29909,11th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,43, United-States,<=50K
46, Self-emp-not-inc,366089, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,>50K
24, Private,223367,11th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,<=50K
50, State-gov,198103, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=50K
49, Private,48120, HS-grad, Never-married, Transport-moving, Unmarried, Black, Female,1506,0,40, United-States,<=50K
21, State-gov,181761, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States,<=50K
17, Private,166290,9th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,<=50K
18, Private,256967,10th, Never-married, Sales, Other-relative, Black, Female,0,0,40, United-States,<=50K
68, Private,138714, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,>50K
20, Private,315877, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,2001,40, United-States,<=50K
32, Private,83253, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,<=50K
31, Private,247328,9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137,0,40, Mexico,<=50K
34, Private,45114, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States,<=50K
26, Private,141824, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,<=50K
49, Federal-gov,128990, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
44, Private,182616, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>50K
53, Private,95519, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States,>50K
30, Private,205152, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,<=50K
35, State-gov,150488, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
28, Local-gov,175262, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,2002,40, England,<=50K
39, Private,198841, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,45, United-States,>50K
36, Private,67728, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, Italy,<=50K
35, Private,403037, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=50K
21, Private,191497, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<=50K
47, Private,354148, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,48, United-States,>50K
53, Private,233369, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<=50K
34, Private,287737, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,<=50K
37, Private,412296, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Mexico,>50K
24, Private,222853, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States,<=50K
25, Private,236977, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Mexico,<=50K
64, Self-emp-not-inc,103643, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States,>50K
36, Private,732569,9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,<=50K
17, Private,121287,9th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
23, State-gov,173945, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,27, United-States,<=50K
50, Private,166565, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,<=50K
47, Federal-gov,20956, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States,<=50K
48, Private,155509, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,16, Trinadad&Tobago,<=50K
44, Private,116632, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,>50K
42, Federal-gov,34218, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States,>50K
40, Self-emp-inc,157240, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,30, Iran,>50K
19, Private,249787, HS-grad, Never-married, Other-service, Other-relative, Black, Male,0,0,40, United-States,<=50K
24, Private,249957, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,<=50K
29, Private,263831, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
31, Private,110554, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,4386,0,40, United-States,>50K
50, Self-emp-not-inc,93705, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,<=50K
58, State-gov,280519, HS-grad, Divorced, Other-service, Own-child, Black, Male,0,0,40, United-States,<=50K
28, Private,261725, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico,<=50K
28, Self-emp-not-inc,278073, HS-grad, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,30, United-States,<=50K
22, Private,256504, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
70, Private,280307, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Cuba,<=50K
33, Private,191856, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
43, Local-gov,175526, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<=50K
24, Local-gov,117109, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,27, United-States,<=50K
27, Private,188941, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3908,0,40, United-States,<=50K
19, Private,533147, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,<=50K
36, Private,209993,1st-4th, Widowed, Other-service, Other-relative, White, Female,0,0,20, Mexico,<=50K
52, Private,199688,10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,<=50K
49, Private,193366, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States,>50K
31, Local-gov,192565, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,90, United-States,>50K
19, Private,102723, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
45, Private,217654, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Germany,>50K
33, Private,389932, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,55, United-States,<=50K
24, Private,177526, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
42, Private,168515, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
49, Private,177211, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<=50K
23, Private,34113, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<=50K
50, Private,40623, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,<=50K
48, Private,102102, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,>50K
50, Private,313321, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,<=50K
49, Local-gov,298445, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,60, United-States,>50K
19, Private,355477, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States,<=50K
39, Federal-gov,65324, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,>50K
47, Private,606752, Masters, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States,<=50K
31, Private,101562, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,55, United-States,<=50K
56, Private,193453, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,65, United-States,>50K
44, Local-gov,107845, Assoc-acdm, Divorced, Protective-serv, Not-in-family, White, Female,0,0,56, United-States,>50K
46, Private,405309, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
31, Private,33124, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,99, United-States,<=50K
40, Self-emp-not-inc,155106,9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,>50K
51, Private,123011, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,2559,50, United-States,>50K
50, State-gov,116211, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States,>50K
26, Private,269060, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
27, Private,587310,7th-8th, Never-married, Other-service, Other-relative, White, Male,0,0,35, Guatemala,<=50K
55, Private,76860, HS-grad, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,40, Philippines,<=50K
18, Private,133055, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,<=50K
61, Self-emp-not-inc,133969, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,63, South,<=50K
18, Self-emp-not-inc,212207, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,11, United-States,<=50K
24, Private,228960, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
43, Private,193882, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
24, Private,215243, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States,<=50K
41, Local-gov,227644, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
54, Private,154728, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,7688,0,40, United-States,>50K
31, Private,262024, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,<=50K
42, Private,142756, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,<=50K
